Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-26,20.92340087890625,21.600000381469727,16.239286422729492,3.509999990463257,8.039999961853027,17.889999389648438,36.200260162353516,17.90999984741211,6.730000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.370603432270656,21.600000381469727,16.239286422729492,3.569999933242798,8.050000190734863,18.030000686645508,36.56621221002321,17.979999542236328,6.860000133514404,20.875826795616295,21.229999542236328,15.92529446266947,3.490000009536743,7.909999847412109,17.6299991607666,35.29501422723804,17.700000762939453,6.699999809265137,21.075640123236045,21.290000915527344,16.160788432714487,3.5399999618530273,7.949999809265137,17.719999313354492,35.61281188610229,17.860000610351562,6.840000152587891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795300,34081400,27870800,802000,614400,3977700,2614100,2146200,268100
2025-06-27,21.12321662902832,21.729999542236328,16.2589111328125,3.680000066757202,8.100000381469727,17.889999389648438,36.31582260131836,17.90999984741211,6.820000171661377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.20885143328172,21.770000457763672,16.317784156514374,3.7200000286102295,8.199999809265137,18.170000076293945,36.585473218615434,17.989999771118164,6.96999979019165,20.92340148082539,21.40999984741211,16.00379220138481,3.569999933242798,8.029999732971191,17.729999542236328,36.007653616119484,17.719999313354492,6.730000019073486,20.980490745382657,21.56999969482422,16.10191515524772,3.5899999141693115,8.050000190734863,17.799999237060547,36.335083622101294,17.770000457763672,6.730000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921800,28128900,28697200,1048600,782500,3867800,1572300,1615900,238300
2025-06-30,21.303998947143555,22.09000015258789,16.51403045654297,3.690000057220459,8.140000343322754,18.450000762939453,36.6817741394043,17.8700008392334,6.860000133514404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.551388172393672,22.25,16.51403045654297,3.700000047683716,8.220000267028809,18.549999237060547,37.15365995787224,18.020000457763672,6.929999828338623,21.03758117751646,21.549999237060547,16.170601045634214,3.6600000858306885,8.0600004196167,17.829999923706055,35.73800617613244,17.770000457763672,6.829999923706055,21.13272934390617,21.739999771118164,16.21966345950102,3.680000066757202,8.100000381469727,17.889999389648438,36.4602779139729,17.90999984741211,6.909999847412109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2956400,28763500,30209500,283600,990900,8543800,3386900,2858400,202500
2025-07-01,21.899999618530273,21.90999984741211,16.66102409362793,3.680000066757202,8.170000076293945,18.459999084472656,37.22999954223633,17.81999969482422,6.869999885559082,1.086,0.0,0.297161,0.0,0.0,0.0,1.408227,0.0,0.0,22.040000915527344,22.510000228881836,16.78088650722281,3.7100000381469727,8.210000038146973,18.59000015258789,37.22999954223633,17.989999771118164,6.989999771118164,21.540000915527344,21.899999618530273,16.541159774854336,3.6700000762939453,8.0600004196167,18.3700008392334,36.400001525878906,17.700000762939453,6.820000171661377,21.75,22.209999084472656,16.561137478846387,3.690000057220459,8.140000343322754,18.579999923706055,36.81999969482422,17.920000076293945,6.980000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687400,32448000,24480600,291700,960300,4714600,1545600,1886800,287900
2025-07-02,21.790000915527344,21.989999771118164,16.360000610351562,3.680000066757202,8.100000381469727,18.989999771118164,36.849998474121094,18.010000228881836,6.909999847412109,0.0,0.0,0.018975,0.0,0.0,0.0,0.0,0.0,0.0,21.959999084472656,22.06999969482422,16.68000030517578,3.690000057220459,8.25,19.209999084472656,37.33000183105469,18.030000686645508,6.989999771118164,21.299999237060547,21.579999923706055,16.200000762939453,3.6600000858306885,8.0600004196167,18.709999084472656,36.84000015258789,17.780000686645508,6.789999961853027,21.899999618530273,21.90999984741211,16.68000030517578,3.680000066757202,8.1899995803833,18.81999969482422,37.150001525878906,17.899999618530273,6.909999847412109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000,22781500,29531300,346200,793800,8468700,1077500,2622600,312400
2025-07-03,21.75,22.299999237060547,16.75,3.700000047683716,8.199999809265137,19.540000915527344,37.81999969482422,18.049999237060547,6.849999904632568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.860000610351562,22.510000228881836,16.8799991607666,3.7100000381469727,8.279999732971191,19.75,37.939998626708984,18.299999237060547,6.929999828338623,21.56999969482422,21.940000534057617,16.360000610351562,3.6700000762939453,8.050000190734863,18.850000381469727,36.90999984741211,18.040000915527344,6.820000171661377,21.690000534057617,22.030000686645508,16.3799991607666,3.680000066757202,8.109999656677246,18.850000381469727,37.0,18.040000915527344,6.880000114440918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530300,27335900,34023600,435500,1069600,7029000,996500,1825400,189500
2025-07-04,21.639999389648438,22.43000030517578,16.670000076293945,3.7200000286102295,8.109999656677246,19.450000762939453,37.619998931884766,18.100000381469727,6.920000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.739999771118164,22.540000915527344,16.790000915527344,3.7200000286102295,8.239999771118164,19.790000915527344,37.86000061035156,18.25,6.940000057220459,21.600000381469727,22.170000076293945,16.6200008392334,3.690000057220459,7.96999979019165,19.43000030517578,37.119998931884766,18.010000228881836,6.829999923706055,21.700000762939453,22.270000457763672,16.65999984741211,3.690000057220459,8.210000038146973,19.520000457763672,37.81999969482422,18.010000228881836,6.849999904632568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216400,15002500,11797800,243500,1060400,3616300,621300,1306600,189400
2025-07-07,21.469999313354492,22.059999465942383,16.510000228881836,3.7300000190734863,8.039999961853027,18.8700008392334,37.189998626708984,18.270000457763672,6.920000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.719999313354492,22.479999542236328,16.770000457763672,3.740000009536743,8.170000076293945,19.530000686645508,37.72999954223633,18.290000915527344,6.949999809265137,21.459999084472656,21.989999771118164,16.450000762939453,3.700000047683716,7.989999771118164,18.8700008392334,36.79999923706055,18.1200008392334,6.820000171661377,21.520000457763672,22.440000534057617,16.65999984741211,3.7200000286102295,8.109999656677246,19.450000762939453,37.540000915527344,18.149999618530273,6.949999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243800,18607600,22852900,367600,727100,4656000,1448100,1170000,164600
2025-07-08,21.479999542236328,22.0,16.549999237060547,3.690000057220459,8.0,18.639999389648438,36.54999923706055,18.3799991607666,6.809999942779541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.600000381469727,22.260000228881836,16.549999237060547,3.700000047683716,8.079999923706055,19.020000457763672,37.119998931884766,18.479999542236328,6.929999828338623,21.389999389648438,22.0,16.40999984741211,3.6500000953674316,7.96999979019165,18.600000381469727,36.119998931884766,18.229999542236328,6.809999942779541,21.5,22.059999465942383,16.520000457763672,3.700000047683716,8.079999923706055,18.979999542236328,37.11000061035156,18.299999237060547,6.929999828338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466200,19468700,18149600,439400,1028500,4619900,1487900,1326200,126500
2025-07-09,21.3799991607666,21.450000762939453,16.360000610351562,3.680000066757202,7.869999885559082,18.510000228881836,36.36000061035156,18.0,6.739999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.520000457763672,22.049999237060547,16.549999237060547,3.7100000381469727,8.029999732971191,18.920000076293945,36.54999923706055,18.700000762939453,6.900000095367432,21.18000030517578,21.389999389648438,16.329999923706055,3.6500000953674316,7.869999885559082,18.459999084472656,36.040000915527344,18.0,6.739999771118164,21.420000076293945,22.010000228881836,16.530000686645508,3.700000047683716,8.010000228881836,18.530000686645508,36.45000076293945,18.440000534057617,6.900000095367432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433900,30185400,22687500,283800,726800,3904900,815100,5227800,189200
2025-07-10,21.100000381469727,21.209999084472656,16.139999389648438,3.6600000858306885,7.769999980926514,18.729999542236328,36.029998779296875,18.149999618530273,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.329999923706055,21.530000686645508,16.190000534057617,3.6700000762939453,7.889999866485596,18.829999923706055,36.150001525878906,18.290000915527344,6.75,21.079999923706055,21.15999984741211,16.040000915527344,3.609999895095825,7.579999923706055,18.270000457763672,35.58000183105469,17.889999389648438,6.400000095367432,21.149999618530273,21.200000762939453,16.149999618530273,3.6700000762939453,7.75,18.360000610351562,36.0,18.0,6.710000038146973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821900,27565700,24133500,423000,1893200,3312100,772800,2317900,687300
2025-07-11,20.979999542236328,21.139999389648438,16.049999237060547,3.640000104904175,7.690000057220459,18.559999465942383,36.88999938964844,18.200000762939453,6.349999904632568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.190000534057617,21.200000762939453,16.110000610351562,3.6700000762939453,7.840000152587891,18.790000915527344,37.11000061035156,18.260000228881836,6.570000171661377,20.93000030517578,20.81999969482422,15.920000076293945,3.619999885559082,7.570000171661377,18.43000030517578,35.650001525878906,18.030000686645508,6.170000076293945,21.110000610351562,21.18000030517578,16.040000915527344,3.6600000858306885,7.769999980926514,18.709999084472656,35.9900016784668,18.040000915527344,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545600,26044900,20943500,341000,1438800,1823300,1186100,1631400,445100
