Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA,ABCB4.SA,BBAS3.SA,BBDC4.SA,BMGB4.SA,KEPL3.SA,KLBN11.SA,SAPR11.SA,SLCE3.SA,TASA4.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-11,20.019479751586914,21.399999618530273,16.01360511779785,3.690000057220459,8.430000305175781,18.200000762939453,32.521488189697266,18.65999984741211,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.152688631070994,21.829999923706055,16.052855049022327,3.7200000286102295,8.470000267028809,18.540000915527344,32.74298440808879,18.760000228881836,7.329999923706055,19.791119079850105,21.399999618530273,15.356183742105772,3.690000057220459,8.199999809265137,18.200000762939453,31.799216474812955,18.450000762939453,7.159999847412109,19.990934213911096,21.5,15.47393166423946,3.7200000286102295,8.279999732971191,18.530000686645508,32.02071269320447,18.600000381469727,7.239999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268600,32228100,48251000,267700,1270800,4591600,1568300,1964800,216700
2025-06-12,20.228809356689453,21.420000076293945,16.170602798461914,3.680000066757202,8.550000190734863,18.3700008392334,33.388214111328125,18.389999389648438,7.190000057220459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.228809356689453,21.5,16.229477701483884,3.700000047683716,8.75,18.3700008392334,33.48451921680924,18.610000610351562,7.300000190734863,19.88627014517992,21.040000915527344,15.836985834163798,3.6600000858306885,8.300000190734863,18.049999237060547,32.338516014065064,18.3799991607666,7.170000076293945,19.933846043909007,21.389999389648438,15.905671349482835,3.690000057220459,8.390000343322754,18.18000030517578,32.56964091989145,18.59000015258789,7.239999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240600,28710900,38328100,348500,2043200,2953100,1371500,1796500,96800
2025-06-13,20.038509368896484,21.59000015258789,15.984169960021973,3.6700000762939453,8.390000343322754,18.389999389648438,34.3030891418457,18.489999771118164,7.179999828338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.228809333928762,21.649999618530273,16.141165945956818,3.690000057220459,8.569999694824219,18.530000686645508,34.55347871858992,18.65999984741211,7.239999771118164,19.91481566200998,21.239999771118164,15.83698458561075,3.6600000858306885,8.359999656677246,18.15999984741211,32.9163288179447,18.309999465942383,7.159999847412109,20.228809333928762,21.3799991607666,15.954732510831773,3.680000066757202,8.520000457763672,18.299999237060547,33.397843278507196,18.350000381469727,7.199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248600,33033700,29855200,324100,1574900,3715800,2610000,1808000,196600
2025-06-16,20.362018585205078,21.979999542236328,16.32759666442871,3.700000047683716,8.390000343322754,18.520000457763672,34.77497482299805,18.8799991607666,7.230000019073486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.53328819383433,22.170000076293945,16.425719618444106,3.740000009536743,8.510000228881836,18.68000030517578,35.11203347489294,19.040000915527344,7.320000171661377,20.0385097277576,21.700000762939453,16.111727662826585,3.6500000953674316,8.359999656677246,18.360000610351562,34.38013311349384,18.469999313354492,7.179999828338623,20.0385097277576,21.780000686645508,16.1313526279376,3.6500000953674316,8.449999809265137,18.360000610351562,34.38013311349384,18.610000610351562,7.179999828338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265300,35118400,25238300,705400,687700,4092600,1716900,2773600,164000
2025-06-17,20.20026397705078,21.899999618530273,16.572904586791992,3.690000057220459,8.300000190734863,18.0,34.84238815307617,18.709999084472656,7.159999847412109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4000791236217,22.06999969482422,16.572904586791992,3.7200000286102295,8.4399995803833,18.670000076293945,35.00610131332337,19.010000228881836,7.239999771118164,20.190748797229787,21.709999084472656,16.298162536975855,3.6700000762939453,8.239999771118164,18.0,34.23567887814608,18.549999237060547,7.130000114440918,20.35250322451673,22.020000457763672,16.3177856322914,3.700000047683716,8.399999618530273,18.639999389648438,34.47643611874298,19.010000228881836,7.239999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211100,33345300,33555400,470200,733000,4659800,1432000,1343900,192200
2025-06-18,20.371532440185547,21.809999465942383,16.44534683227539,3.690000057220459,8.199999809265137,18.040000915527344,34.9964714050293,18.43000030517578,7.170000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47619759750398,21.989999771118164,16.6317802832434,3.690000057220459,8.369999885559082,18.219999313354492,34.9964714050293,18.809999465942383,7.239999771118164,20.11462804395023,21.709999084472656,16.29816331689641,3.6700000762939453,8.180000305175781,17.940000534057617,34.14900491941078,18.43000030517578,7.159999847412109,20.238323559841998,21.93000030517578,16.317786413150987,3.680000066757202,8.239999771118164,18.100000381469727,34.84238692343173,18.75,7.179999828338623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396000,29776400,32449600,334000,750400,4044700,1491000,2274900,134700
2025-06-20,20.323959350585938,21.350000381469727,16.307973861694336,3.6600000858306885,8.119999885559082,17.600000381469727,35.30464172363281,18.450000762939453,7.130000114440918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.438137877929133,21.809999465942383,16.425719911380952,3.680000066757202,8.220000267028809,18.059999465942383,35.30464172363281,18.530000686645508,7.21999979019165,20.114629025731794,21.350000381469727,16.180413457737497,3.6600000858306885,8.069999694824219,17.56999969482422,34.67867142667469,18.229999542236328,7.110000133514404,20.438137877929133,21.799999237060547,16.317784472885123,3.680000066757202,8.199999809265137,18.049999237060547,35.07351315553112,18.5,7.199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419300,32952400,39693200,199200,820400,10328700,1963100,2484000,273900
2025-06-23,20.295413970947266,21.09000015258789,16.1804141998291,3.5899999141693115,8.0,17.65999984741211,35.275753021240234,18.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.400079134197483,21.3700008392334,16.278537160094697,3.700000047683716,8.170000076293945,17.700000762939453,35.51651026934707,18.950000762939453,7.199999809265137,20.190748807697048,21.020000457763672,15.964545184476636,3.5199999809265137,7.989999771118164,17.510000228881836,34.832756892738956,18.329999923706055,6.96999979019165,20.276383611295408,21.350000381469727,16.278537160094697,3.700000047683716,8.119999885559082,17.610000610351562,35.30464271544056,18.450000762939453,7.199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404200,31206000,25046300,1566300,1365300,7328600,1095300,2235000,250500
2025-06-24,20.561832427978516,21.440000534057617,16.229476928710938,3.5399999618530273,8.050000190734863,17.709999084472656,35.15055847167969,17.979999542236328,6.920000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.609406509650373,21.670000076293945,16.49440649353536,3.630000114440918,8.170000076293945,17.899999618530273,35.39131572148571,18.600000381469727,7.090000152587891,20.247838770373562,21.06999969482422,16.200039478601628,3.5399999618530273,8.0,17.549999237060547,34.83275713857697,17.899999618530273,6.920000076293945,20.33347356925081,21.229999542236328,16.288349957389716,3.5899999141693115,8.029999732971191,17.690000534057617,35.34316500625732,18.43000030517578,7.070000171661377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294200,19703100,32515100,965400,769500,5222300,1115200,2291400,319600
2025-06-25,20.961462020874023,21.260000228881836,16.09210205078125,3.549999952316284,7.929999828338623,17.600000381469727,35.42983627319336,17.799999237060547,6.800000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.170790532347656,21.3700008392334,16.337408490188096,3.5799999237060547,8.029999732971191,17.729999542236328,35.57428841280384,18.030000686645508,6.989999771118164,20.8377664980853,21.100000381469727,16.09210205078125,3.5399999618530273,7.829999923706055,17.450000762939453,34.591998434064074,17.690000534057617,6.800000190734863,20.9329164814224,21.360000610351562,16.21966244733499,3.5799999237060547,8.010000228881836,17.690000534057617,35.16018566665872,18.0,6.949999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3225400,20659800,33727300,275300,1219400,6754200,1048400,2911500,305900
